
📺｜4K频道,#genre#
CCTV7,https://live.v1.mk/api/bestv.php?id=cctv7hd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-7H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV7HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240248_1/playlist.m3u8?CONTENTID=00000110240248_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225650/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225644/index.m3u8#http://223.110.243.147/ott.js.chinamobile.com/PLTV/3/224/3221227690/index.m3u8
CCTV8,https://live.v1.mk/api/bestv.php?id=cctv8hd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-8H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV8HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240249_1/playlist.m3u8?CONTENTID=00000110240249_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225624/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225631/index.m3u8#http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227204/index.m3u8
CCTV9,https://live.v1.mk/api/bestv.php?id=cctv9hd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-9H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV9HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240250_1/playlist.m3u8?CONTENTID=00000110240250_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240478_1/playlist.m3u8?CONTENTID=00000110240478_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225635/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225646/index.m3u8#http://223.110.242.142:6610/cntv/live1/HD-8000k-1080P-cctv9/1.m3u8
CCTV10,https://live.v1.mk/api/bestv.php?id=cctv10hd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-10H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV10HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240251_1/playlist.m3u8?CONTENTID=00000110240251_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225626/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225636/index.m3u8#http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227620/index.m3u8
CCTV11,https://live.v1.mk/api/bestv.php?id=cctv11hd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-11-H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV11HD_2000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240328_1/playlist.m3u8?CONTENTID=00000110240328_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225627/index.m3u8#http://223.110.243.157/ott.js.chinamobile.com/PLTV/3/224/3221227524/index.m3u8
CCTV12,https://live.v1.mk/api/bestv.php?id=cctv12hd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-12H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV12HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240252_1/playlist.m3u8?CONTENTID=00000110240252_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225628/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225637/index.m3u8#http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227637/index.m3u8
CCTV13,https://live.v1.mk/api/bestv.php?id=cctv13xwhd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-xw_4000#https://live.v1.mk/api/ghyx.php?id=CCTV13HD_2000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240502_1/playlist.m3u8?CONTENTID=00000110240502_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225629/index.m3u8#http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227601/index.m3u8
CCTV14,https://live.v1.mk/api/bestv.php?id=cctvsehd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-14H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV14HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240253_1/playlist.m3u8?CONTENTID=00000110240253_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225638/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225640/index.m3u8#http://223.110.242.134:6610/cntv/live1/HD-8000k-1080P-cctv14/1.m3u8
CCTV15,https://live.v1.mk/api/bestv.php?id=cctv15hd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-15-yyH265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV15HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240329_1/playlist.m3u8?CONTENTID=00000110240329_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225639/index.m3u8#http://223.110.243.153/ott.js.chinamobile.com/PLTV/3/224/3221227538/index.m3u8
CCTV16,https://live.v1.mk/api/bestv.php?id=cctv16hd高清/8000000/mnf.m3u8#https://live.v1.mk/api/ghyx.php?id=CCTV16HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240389_1/playlist.m3u8?CONTENTID=00000110240389_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240388_1/playlist.m3u8?CONTENTID=00000110240388_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225641/index.m3u8#http://ott.js.chinamobile.com/TVOD/3/224/3221228168/index.m3u8
CCTV16-4K,https://live.v1.mk/api/bestv.php?id=cctv16hd4k/15000000/mnf.m3u8
CCTV17,https://live.v1.mk/api/bestv.php?id=cctv17hd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-17_4000#https://live.v1.mk/api/ghyx.php?id=CCTV17HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240326_1/playlist.m3u8?CONTENTID=00000110240326_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225908/index.m3u8#http://223.110.243.167/ott.js.chinamobile.com/PLTV/3/224/3221227589/index.m3u8
CCTV-4K,https://live.v1.mk/api/bestv.php?id=cctv4k/15000000/mnf.m3u8
江苏卫视,https://live.v1.mk/api/bestv.php?id=jswshd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=jswsH265_4000#https://live.v1.mk/api/ghyx.php?id=JiangSuHD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240133_1/playlist.m3u8?CONTENTID=00000110240133_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225743/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225702/index.m3u8#http://223.110.242.133:6610/gitv/live1/G_JIANGSU-CQ/G_JIANGSU-CQ/
广西卫视,https://live.v1.mk/api/bestv.php?id=gxwshd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=gxws_4000#http://39.136.172.2/hlsztemgsplive.miguvideo.com/wd-guangxiwssd-600/index.m3u8?ProgramID=&encrypt=#https://live.v1.mk/api/ghyx.php?id=GuangXiHD_6000#http://39.134.115.163:8080/TVOD/88888910/224/3221225731/index.m3u8
四川卫视,https://live.v1.mk/api/bestv.php?id=scwshd/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=scwsH265_4000#http://39.136.172.2/hlsztemgsplive.miguvideo.com/envivo_v/2018/SD/sichuanTV/1000/index.m3u8?ProgramID=&encrypt=#https://live.v1.mk/api/ghyx.php?id=SiChuanHD_6000#http://39.134.115.163:8080/TVOD/88888910/224/3221225733/index.m3u8#http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227556/index.m3u8
东方卫视,https://live.v1.mk/api/bestv.php?id=dfwshd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=dfwsH265_4000#https://live.v1.mk/api/ghyx.php?id=DongFangHD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240242_1/playlist.m3u8?CONTENTID=00000110240242_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225658/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225659/index.m3u8#http://223.110.242.142:6610/gitv/live1/G_DONGFANG-CQ/G_DONGFANG-CQ/
湖南卫视,https://live.v1.mk/api/bestv.php?id=hunanwshd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=hnwsH265_4000#https://live.v1.mk/api/ghyx.php?id=HuNanHD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240130_1/playlist.m3u8?CONTENTID=00000110240130_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225745/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225704/index.m3u8#http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227698/index.m3u8
浙江卫视,https://live.v1.mk/api/bestv.php?id=zjwshd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=zjwsH265_4000#https://live.v1.mk/api/ghyx.php?id=ZheJiangHD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240134_1/playlist.m3u8?CONTENTID=00000110240134_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225744/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225703/index.m3u8#http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227491/index.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
北京卫视,https://live.v1.mk/api/bestv.php?id=bjwshd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=bjwsH265_4000#https://live.v1.mk/api/ghyx.php?id=BTV1HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240129_1/playlist.m3u8?CONTENTID=00000110240129_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225673/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225674/index.m3u8#http://223.110.244.139:6610/gitv/live1/G_BEIJING-CQ/G_BEIJING-CQ/#https://downlive.brtvcloud.com/brtv8kapptv/brtv8kappweishi.m3u8
天津卫视,https://live.v1.mk/api/bestv.php?id=tjwshd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=tjwsH265_4000#https://live.v1.mk/api/ghyx.php?id=TianJinHD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240136_1/playlist.m3u8?CONTENTID=00000110240136_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225739/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225698/index.m3u8#http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227633/index.m3u8
辽宁卫视,https://live.v1.mk/api/bestv.php?id=lnwshd高清/8000000/mnf.m3u8#https://live.v1.mk/api/ghyx.php?id=LiaoNingHD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240255_1/playlist.m3u8?CONTENTID=00000110240255_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225735/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225696/index.m3u8#http://223.110.244.204:6610/gitv/live1/G_LIAONING-CQ/G_LIAONING-CQ/
安徽卫视,https://live.v1.mk/api/bestv.php?id=ahwshd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=ahwsH265_4000#https://live.v1.mk/api/ghyx.php?id=AnHuiHD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240256_1/playlist.m3u8?CONTENTID=00000110240256_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225737/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225691/index.m3u8#http://223.110.242.158:6610/gitv/live1/G_ANHUI-CQ/G_ANHUI-CQ/
黑龙江卫视,https://live.v1.mk/api/bestv.php?id=hljwshd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=hljwsH265_4000#https://live.v1.mk/api/ghyx.php?id=HeiLongJiangHD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240131_1/playlist.m3u8?CONTENTID=00000110240131_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225736/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225690/index.m3u8#http://223.110.244.212:6610/gitv/live1/G_HEILONGJIANG-CQ/G_HEILONGJIANG-CQ/
广东卫视,https://live.v1.mk/api/bestv.php?id=gdwshd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=gdwsH265_4000#https://live.v1.mk/api/ghyx.php?id=GuangDongHD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225742/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225701/index.m3u8#http://223.110.245.160/ott.js.chinamobile.com/PLTV/3/224/3221227476/index.m3u8
深圳卫视,https://live.v1.mk/api/bestv.php?id=szwshd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=szwsH265_4000#https://live.v1.mk/api/ghyx.php?id=ShenZhenHD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240132_1/playlist.m3u8?CONTENTID=00000110240132_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225741/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225700/index.m3u8#http://223.110.244.203:6610/gitv/live1/G_SHENZHEN-CQ/G_SHENZHEN-CQ/
